상태,피그마,key,설명,en,lo,th,zh
번역 완료,ADMIN 드라이버관리,The vehicle information has been changed.,,The vehicle information has been changed.,ຂໍ້ມູນຍານພາຫະນະມີການປ່ຽນແປງ.,ข้อมูลรถยนต์มีการเปลี่ยนแปลง,
번역 완료,ADMIN 회원관리,The verification code has expired. Please try again.,,The verification code has expired. Please try again.,ລະຫັດຢືນຢັນໝົດອາຍຸແລ້ວ. ກະລຸນາລອງອີກຄັ້ງ.,,
번역 완료,ADMIN 드라이버관리,The verification code is incorrect.,,The verification code is incorrect.,ລະຫັດຢືນຢັນບໍ່ຖືກຕ້ອງ.,,
번역 완료,ADMIN 정산,The withdrawal has been completed.,,The withdrawal has been completed.,ການເບີກຖອນເງິນ ສຳເລັດ.,,
번역 완료,ADMIN 정산,The withdrawal request has been rejected.,,The withdrawal request has been rejected.,ຄຳຂໍເບີກຖອນເງິນ ຖືກປະຕິເສດແລ້ວ.,,
번역 완료,ADMIN 무브배차,"There are no vehicles nearby, please select another order.",,"There are no vehicles nearby, please select another order.",ບໍ່ມີພາຫະນະຢູ່ໃກ້ໆ. ກະລຸນາເລືອກຄໍາສັ່ງອື່ນ.,ไม่มียานพาหนะในบริเวณใกล้เคียง โปรดเลือกคำสั่งซื้ออื่น,
번역 완료,ADMIN 드라이버관리,"There is an account registered with the same mobile number.
Please change the mobile number.",,"There is an account registered with the same mobile number.
Please change the mobile number.","ມີບັນຊີ ທີ່ລົງທະບຽນດ້ວຍເບີມືຖືນີ້ແລ້ວ.
ກະລຸນາ ປ່ຽນເບີມືຖືໃຫມ່.",,
번역 완료,"ADMIN 무브배차, ADMIN 회원관리",There is an ongoing order or a payment has not been completed.,,There is an ongoing order or a payment has not been completed.,ມີຄຳສັ່ງຂົນສົ່ງ ທີ່ຢູ່ລະຫວ່າງການຂົນສົ່ງ ຫຼື ຍັງບໍ່ທັນໄດ້ຊໍາລະເງິນ.,,
번역 완료,ADMIN 기타,There is an order that needs to be picked up soon. Please dispatch a driver.,Discription,There is an order that needs to be picked up soon. Please dispatch a driver.,ນີ້ແມ່ນ ຄຳສັ່ງຂົນສົ່ງ ທີ່ຈະຕ້ອງໄປຮັບເຄື່ອງພັດສະດຸ ໃນໄວໆນີ້.  ກະລຸນາ ຈັດຄິວ ຜູ້ຂັບລົດຂົນສົ່ງ.,,
번역 완료,ADMIN 드라이버관리,This account has already been processed.,,This account has already been processed.,ບັນຊີນີ້ ໄດ້ຖືກສົ່ງໃຫ້ກວດແລ້ວ.,,
번역 완료,ADMIN 배터리,This code is already registered.,,This code is already registered.,ລະຫັດນີ້ຖືກລົງທະບຽນແລ້ວ.,,
번역 완료,ADMIN 지원,This coupon code already registered.,,This coupon code already registered.,ລະຫັດຄູປອງນີ້ ຖືກນຳໃຊ້ແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,This IB Cool Wallet number is already registered.,,This IB Cool Wallet number is already registered.,ໝາຍເລກກະເປົາເງິນ IB Cool ນີ້ໄດ້ລົງທະບຽນແລ້ວ.,,
번역 완료,ADMIN 회원관리,This mobile number is already registered.,,This mobile number is already registered.,ເບີມືຖືນີ້ ໄດ້ຖືກລົງທະບຽນແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,This month orders,,This month orders,ຄຳສັ່ງຂົນສົ່ງ ໃນເດືອນນີ້,,
번역 완료,ADMIN 드라이버관리,This number is already registered.,,This number is already registered.,ເບີໂທລະສັບນີ້ ໄດ້ລົງທະບຽນແລ້ວ,,
번역 완료,ADMIN 기타,This order number has already been submitted.,,This order number has already been submitted.,ເລກທີຄຳສັ່ງຂົນສົ່ງ ໄດ້ຖືກສົ່ງແລ້ວ.,,
번역 완료,ADMIN 기타,This order number is still being shipped.,,This order number is still being shipped.,ເລກທີຄຳສັ່ງຂົນສົ່ງ ທີ່ກຳລັງຖືກແລ້ວ.,,
번역 완료,ADMIN 차량관리,This plate number has been already registered. Please try again with the other plate number.,,This plate number has been already registered. Please try again with the other plate number.,ຖະບຽນລົດໄດ້ຖືກລົງທະບຽນແລ້ວ. ກະລຸນາລອງອີກຄັ້ງດ້ວຍຖະບຽນລົດອື່ນ.,หมายเลขทะเบียนนี้ได้ถูกลงทะเบียนแล้ว โปรดลองอีกครั้งโดยใช้หมายเลขทะเบียนอื่น,
번역 완료,ADMIN 차량관리,This vehicle ID number has been already registered. Please try again with the other vehicle ID number.,,This vehicle ID number has been already registered. Please try again with the other vehicle ID number.,ເລກຖັງພາຫະນະນີ້ໄດ້ຖືກລົງທະບຽນແລ້ວ. ກະລຸນາລອງອີກຄັ້ງດ້ວຍເລກຖັງຂອງລົດອື່ນ.,หมายเลขถังตัวยานพาหนะนี้ได้รับการลงทะเบียนแล้ว โปรดลองอีกครั้งโดยใช้หมายเลขถังยานพาหนะอื่น,
병합 필요,ADMIN. 캘린더,Thu,요일,Thu,ວັນພະຫັດ,วันพฤหัสบดี,星期四
번역 완료,"ADMIN. 캘린더, Client. 캘린더",To,,To,ເຖິງ,,
번역 완료,ADMIN 드라이버관리,To get off work,,To get off work,ອອກຈາກວຽກ,เพื่อออกจากงาน,
번역 완료,ADMIN 드라이버관리,To work,,To work,ເຂົ້າວຽກ,ไปทำงาน,
번역 완료,ADMIN 드라이버관리,To work ~ To get off work,,To work ~ To get off work,ເຂົ້າວຽກ~ເລີກວຽກ,ไปทำงาน~เลิกงาน,
번역 완료,"ADMIN. 캘린더, Client. 캘린더, KKM 캘린더",Today,,Today,ມື້ນີ້,วันนี้,今天
번역 완료,"ADMIN 랭킹, RANKING 메인",Top 10% average,,Top 10% average,ຄ່າສະເລ່ຍສູງສຸດ 10%,,
병합 필요,ADMIN 드라이버관리,Total,,Total,ລວມ,ทั้งหมด,实付款
번역 완료,ADMIN 드라이버관리,Total delivery information,,Total delivery information,ຂໍ້ມູນ ການຮັບ-ສົ່ງທັງໝົດ,,
번역 완료,ADMIN 콕콕관리,Total distance,,Total distance,ໄລຍະທາງທັງໝົດ,,
번역 완료,ADMIN 드라이버관리,Total mileage,,Total mileage,ໄລຍະທາງທັງໝົດ,,
번역 완료,,Total orders,,Total orders,ຄໍາສັ່ງທັງຫມົດ,,
번역 완료,ADMIN 드라이버관리,Total orders,,Total orders,ຄໍາສັ່ງທັງຫມົດ,คำสั่งทังหมด,
번역 완료,ADMIN 드라이버관리,"Total orders = Ax1+Bx2+Cx3
- A: number of orders of 0~5 km,
- B: number of orders of 5~9 km,
- C: number of orders of more than 9 km.",,"Total orders = Ax1+Bx2+Cx3
- A: number of orders of 0~5 km,
- B: number of orders of 5~9 km,
- C: number of orders of more than 9 km.","ຄໍາສັ່ງທັງຫມົດ = Ax1+Bx2+Cx3
- ⁠A: ຈໍານວນຂອງຄໍາສັ່ງ 0 ~ 5 ກິໂລແມັດ,
- ⁠B: ຈໍານວນຂອງຄໍາສັ່ງ 5 ~ 9 ກິໂລແມັດ,
- ⁠C: ຈໍານວນຂອງຄໍາສັ່ງຫຼາຍກ່ວາ 9 ກິໂລແມັດ.","คำสั่งซื้อทั้งหมด = Ax1+Bx2+Cx3
- A: จำนวนคำสั่งซื้อ 0~5 กม.
- B: จำนวนคำสั่งซื้อ 5~9 กม.
- C : จำนวนออเดอร์เกิน 9 กม.",
번역 완료,ADMIN 회원관리,Total price,,Total price,ລາຄາລວມ,,
번역 완료,ADMIN 차량관리,TP (Glovia),,TP (Glovia),ທົ່ງປົ່ງ (Glovia),,
번역 완료,ADMIN 드라이버관리,Training,,Training,ກຳລັງຝຶກອົບຮົມ,사용하지 않음,
번역 완료,ADMIN 드라이버관리,Truck with 4 wheels,,Truck with 4 wheels,ລົດບັນທຸກ 4 ລໍ້,รถบรรทุก4ล้อ,四轮卡车
병합 필요,ADMIN. 캘린더,Tue,요일,Tue,ວັນອັງຄານ,วันอังคาร,星期二
번역 완료,ADMIN 드라이버관리,TukTuk,,TukTuk,ລົດ ຕຸກ ຕຸກ,,
번역 완료,"ADMIN 드라이버관리, ADMIN 무브배차, ADMIN 회원관리",Type,,Type,ປະເພດ,,
병합 필요,ADMIN 콕콕관리,Type of items,,Type of items,ປະເພດ ພັດສະດຸ,,
번역 완료,ADMIN 콕콕관리,Unable to dispatch,타이틀,Unable to dispatch,ບໍ່ສາມາດ ຈັດຄິວສົ່ງໄດ້,,
번역 완료,ADMIN 차량관리,Unable to register,,Unable to register,ບໍ່ສາມາດລົງທະບຽນໄດ້,ไม่สามารถลงทะเบียนได้,
번역 완료,ADMIN 무브관리,Unable to stop at destination,,Unable to stop at destination,ບໍ່ສາມາດ ໄປຈອດຢູ່ຈຸດປາຍທາງ,ไม่สามารถหยุดที่ปลายทางได้,
번역 완료,ADMIN 차량관리,Unavailable,,Unavailable,ບໍ່​ສາ​ມາດ​ໃຊ້​ໄດ້,ไม่พร้อมใช้งาน,
번역 완료,ADMIN 차량관리,"Unmatching the vehicle and driver, then try again.",,"Unmatching the vehicle and driver, then try again.",ຍົກເລີກການຈັບຄູ່ລົດ ແລະຄົນຂັບລົດ ຈາກນັ້ນລອງອີກຄັ້ງ.,กำลังยกเลิกการจับคู่ยานพาหนะและคนขับ จากนั้นลองอีกครั้ง,차량과 운전자가 매칭하는 항목을 제거한 다음 다시 시도하십시오.
번역 완료,ADMIN 콕콕관리,Unpaid,,Unpaid,ຍັງບໍ່ໄດ້ຈ່າຍ,,
번역 완료,ADMIN 지원,Unpin,,Unpin,ຖອນປັກໝຸດ,,
번역 완료,ADMIN 드라이버관리,Unregistered,,Unregistered,ຍັງບໍ່ທັນລົງທະບຽນ,사용하지 않음,
번역 완료,ADMIN 드라이버관리,Update,버튼,Update,ອັບເດດ,,
번역 완료,"ADMIN 랭킹, RANKING 메인",Updated,,Updated,ອັບເດດ,,
번역 완료,ADMIN 지원,Upload file,,Upload file,ອັບໂຫລດໄຟລ໌,,
번역 완료,ADMIN 지원,Upload from device,,Upload from device,ນຳເຂົ້າ ຈາກເຄື່ອງມືຖື,,
번역 완료,ADMIN 지원,URL,,URL,ທີ່ຢູ່ເວັບໄຊ,,
번역 완료,ADMIN 지원,Usage,,Usage,ການນຳໃຊ້,,
번역 완료,ADMIN 드라이버관리,Used,,Used,ໃຊ້ແລ້ວ,,
병합 필요,ADMIN 콕콕관리,Used electronic device,,Used electronic device,ເຄື່ອງເອເລັກໂຕຣນິກມືສອງ,,
번역 완료,ADMIN 지원,User complaint,Title,User complaint,ຄຳຕິຊົມ ຂອງຜູ້ໃຊ້,,
번역 완료,ADMIN 지원,User complaint details,,User complaint details,ລາຍລະອຽດການຮ້ອງຮຽນຂອງຜູ້ໃຊ້,รายละเอียดการร้องเรียนของผู้ใช้,
번역 완료,ADMIN 지원,User type,,User type,ປະເພດຜູ້ໃຊ້,ประเภทผู้ใช้,
번역 완료,ADMIN 드라이버관리,Vacation,,Vacation,ມື້​ພັກ,วันหยุด,
번역 완료,,Van,,Van,ລົດຕູ້,,
번역 완료,ADMIN 드라이버관리,Vehicle,,Vehicle,ຍານພາຫະນະ,,
번역 완료,ADMIN 차량관리,Vehicle brand,,Vehicle brand,ຍີ່ຫໍ້ລົດ,ยี่ห้อรถ,
번역 완료,ADMIN 차량관리,Vehicle details,,Vehicle details,ລາຍລະອຽດລົດ,รายละเอียดยานพาหนะ,
번역 완료,ADMIN 무브관리,Vehicle failure,,Vehicle failure,ລົດ ມີບັນຫາ,รถเสีย,
번역 완료,ADMIN 드라이버관리,Vehicle history,,Vehicle history,ປະຫວັດ ຍານພາຫະນະ,,
번역 완료,ADMIN 드라이버관리,Vehicle ID number,,Vehicle ID number,ເລກຖັງລົດ,,
번역 완료,ADMIN 드라이버관리,Vehicle ID number is 17 characters.,,Vehicle ID number is 17 characters.,ລະຫັດປະຈຳລົດຂົນສົ່ງ ແມ່ນ 17ຕົວເລກ.,,
번역 완료,ADMIN 드라이버관리,Vehicle info,,Vehicle info,ຂໍ້ມູນຍານພາຫະນະ,,
번역 완료,ADMIN 차량관리,Vehicle information,,Vehicle information,ຂໍ້ມູນຍານພາຫະນະ,ข้อมูลยานพาหนะ,
번역 완료,ADMIN 드라이버관리,Vehicle information by service,,Vehicle information by service,ຂໍ້ມູນຍານພາຫະນະຂອງການບໍລິການ,ข้อมูลรถตามการบริการ,
번역 완료,ADMIN 차량관리,Vehicle management,,Vehicle management,ຈັດການຍານພາຫະນະ,การจัดการยานพาหนะ,
번역 완료,ADMIN 차량관리,Vehicle management details,,Vehicle management details,ລາຍລະອຽດຈັດການຍານພາຫະນະ,รายละเอียดการจัดการยานพาหนะ,
번역 완료,ADMIN 드라이버관리,Vehicle model,,Vehicle model,ລຸ້ນລົດ,,
번역 완료,ADMIN 차량관리,Vehicle owned by,,Vehicle owned by,ພາຫະນະເປັນເຈົ້າຂອງໂດຍ,ยานพาหนะที่เป็นเจ้าของโดย,
번역 완료,,Vehicle package fee,,Vehicle package fee,ຄ່າບໍາລຸງຮັກສາ,,
번역 완료,ADMIN 드라이버관리,Vehicle registration card,,Vehicle registration card,ໃບທະບຽນລົດ,사용하지 않음,
번역 완료,ADMIN 드라이버관리,Vehicle select,,Vehicle select,ເລືອກຍານພາຫະນະ,เลือกยานพาหนะ,
번역 완료,ADMIN 차량관리,Vehicle status,,Vehicle status,ສະຖານະພາຫະນະ,สถานะของยานพาหนะ,
번역 완료,ADMIN 드라이버관리,Vehicle status cannot be changed.,"차량 상태를 변경할 수 없습니다. ",Vehicle status cannot be changed.,ສະຖານະຍານພາຫະນະບໍ່ສາມາດປ່ຽນແປງໄດ້.,สถานะของยานพาหนะไม่สามารถเปลี่ยนแปลงได้,
번역 완료,"ADMIN 무브관리, ADMIN 차량관리",Vehicle type,,Vehicle type,ປະເພດຍານພາຫະນະ,ประเภทยานพาหนะ,
번역 완료,,Vehicle type conditions,,Vehicle type conditions,ເງື່ອນໄຂພາຫະນະ,,
번역 완료,ADMIN 드라이버관리,Verification code,,Verification code,ລະຫັດຢືນຢັນ,,
번역 완료,ADMIN 드라이버관리,Verification completed.,,Verification completed.,ການຢືນຢັນສຳເລັດແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,Verify,,Verify,ຢືນຢັນ,,
병합 필요,ADMIN 콕콕관리,View details,,View details,ເບິ່ງລາຍລະອຽດ,ดูรายละเอียด,查看详细
번역 완료,ADMIN 드라이버관리,View history,,View history,ເບິ່ງປະຫວັດການຂົນສົ່ງ,,
번역 완료,ADMIN 콕콕관리,View more,,View more,ເບິ່ງເພີ່ມເຕີມ,,
병합 필요,ADMIN 콕콕관리,Vinyl,패키징 옵션,Vinyl,ຖົງແພັກເຄື່ອງ,ถุงจัดส่ง,快递袋子
제거 필요,ADMIN 회원관리,VIP,회원관리 Filter,VIP,,,
번역 완료,ADMIN 로지스틱스(보류),Volume,,Volume,ຂະໜາດເຄື່ອງ,,
번역 완료,ADMIN 지원,Waiting,필터,Waiting,ລໍຖ້າ,รอ,等待答复
제거 필요,ADMIN 콕콕관리,We are unable to proceed with this shipment due to insufficient driver points.,,We are unable to proceed with this shipment due to insufficient driver points.,ພວກເຮົາ ບໍ່ສາມາດທີ່ຈະດຳເນີນການຕໍ່ ກັບການຂົນສົ່ງນີ້ ເນື່ອງຈາກຄະແນນຜູ້ຂັບລົດຂົນສົ່ງຍັງບໍ່ພຽງພໍ.,,
번역 완료,ADMIN 로그인,Website maintenance notice,,Website maintenance notice,ແຈ້ງການບໍາລຸງຮັກສາເວັບໄຊທ໌,ประกาศการบำรุงรักษาเว็บไซต์,
병합 필요,ADMIN. 캘린더,Wed,요일,Wed,ວັນພຸດ,วันพุธ,星期三
번역 완료,,Weekly deductions,,Weekly deductions,ການຫັກລົບປະຈໍາອາທິດ,,
번역 완료,ADMIN 콕콕관리,Weight,,Weight,ນ້ຳໜັກ,,
번역 완료,ADMIN 차량관리,Wheel and Tire,,Wheel and Tire,ລໍ້​ແລະ​ຢາງ,,
번역 완료,ADMIN 차량관리,"When you change the vehicle repair status to completed, the vehicle status automatically changes to available.",,"When you change the vehicle repair status to completed, the vehicle status automatically changes to available.","ເມື່ອ​ທ່ານປ່ຽນ​ສະຖານະ​ການ​ສ້ອມ​ແປງ​ຍານ​ພາ​ຫະ​ນະ​ ເປັນ ສຳ​ເລັດ, ສະ​ຖາ​ນະ​ພາ​ຫະ​ນະ​ຈະ​ມີ​ການ​ປ່ຽນ​ແປງ​ໂດຍ​ອັດ​ຕະ​ໂນ​ມັດ ເປັນ ພ້ອມໃຊ້ງານ. ",,
번역 완료,ADMIN 드라이버관리,"When you delete this account, all information contained in account is deleted. Are you sure you want to delete it anyway?",,"When you delete this account, all information contained in account is deleted. Are you sure you want to delete it anyway?","ເມື່ອທ່ານລຶບບັນຊີນີ້, ຂໍ້ມູນທັງໝົດທີ່ບັນທຶກໃນບັນຊີນີ້ ຈະຖືກລຶບ. ທ່ານແນ່ໃຈບໍ່ວ່າ ຈະລຶບບັນຊີນີ້ແທ້?",,
번역 완료,ADMIN 로지스틱스(보류),Width,,Width,ລວງກວ້າງ,,
번역 완료,"ADMIN 기타, ADMIN 드라이버관리, ADMIN 정산",Withdrawal,,Withdrawal,ເບີກຖອນເງິນ,,
번역 완료,ADMIN 정산,Withdrawal amount,,Withdrawal amount,ຈຳນວນ ການເບີກເງິນ,,
번역 완료,ADMIN 정산,Withdrawal history,,Withdrawal history,ປະຫວັດ ການເບີກເງິນ,,
번역 완료,ADMIN 정산,Withdrawal information,헤더,Withdrawal information,ຂໍ້ມູນ ການເປີກເງິນ,,
번역 완료,ADMIN 드라이버관리,Would you like to apply?,,Would you like to apply?,ທ່ານຕ້ອງການ ຈະສະໝັກບໍ່?,,
번역 완료,ADMIN 무브관리,Wrong destination,,Wrong destination,ສະຖານທີ່ີ່ ປາຍທາງຜິດພາດ,จุดหมายปลายทางผิด,
번역 완료,ADMIN 지원,You can change the order by dragging the banner.,,You can change the order by dragging the banner.,ທ່ານສາມາດ ຈັດລຽງ ໂດຍການລາກໃຫ້ລຽງຕາມລຳດັບທີ່ຕ້ອງການ.,,
번역 완료,ADMIN 지원,You can pin up to 5 posts.,,You can pin up to 5 posts.,ປັກໝຸດສູງສຸດໄດ້ 5 ອັນ.,,
번역 완료,ADMIN 로그인,You cannot request for more verification code. Please try again later.,,You cannot request for more verification code. Please try again later.,ບັນຊີໄດ້ຖືກລັອກເນື່ອງຈາກມີຄໍາຮ້ອງຂໍລະຫັດຢືນຢັນຫຼາຍຄັ້ງ. ກະລຸນາລອງໃໝ່ໃນພາຍຫຼັງ.,,
번역 완료,ADMIN 로그인,You’re using a web browser we don’t support. Please use one of these options to improve your experience.,,You’re using a web browser we don’t support. Please use one of these options to improve your experience.,ທ່ານກໍາລັງໃຊ້ເວັບບຣາວເຊີທີ່ພວກເຮົາບໍ່ຮອງຮັບ. ກະລຸນາໃຊ້ຫນຶ່ງໃນທາງເລືອກເຫຼົ່ານີ້ເພື່ອປັບປຸງປະສົບການຂອງທ່ານ.,คุณกำลังใช้เว็บเบราว์เซอร์ที่เราไม่รองรับ โปรดใช้หนึ่งในตัวเลือกเหล่านี้เพื่อปรับปรุงประสบการณ์ของคุณ,
번역 완료,ADMIN 기타,Your claim has been submitted.,,Your claim has been submitted.,ຄຳຮ້ອງ ຂອງທ່ານ ໄດ້ສົ່ງສຳເລັດແລ້ວ.,,
번역 완료,ADMIN 지원,Your message has been sent successfully.,,Your message has been sent successfully.,ຂໍ້ຄວາມຂອງທ່ານໄດ້ຖືກສົ່ງໄປແລ້ວ.,ข้อความของคุณถูกส่งไปเรียบร้อย.,
